201	factoid	What was the name of the first Russian astronaut to do a spacewalk? 
202	factoid	Where is Belize located? 
203	factoid	How much folic acid should an expectant mother get daily? 
204	factoid	What type of bridge is the Golden Gate Bridge? 
205	factoid	What is the population of the Bahamas? 
206	factoid	How far away is the moon? 
207	factoid	What is Francis Scott Key best known for? 
208	factoid	What state has the most Indians? 
209	factoid	Who invented the paper clip? 
210	factoid	How many dogs pull a sled in the Iditarod? 
211	factoid	Where did bocci originate? 
212	factoid	Who invented the electric guitar? 
213	factoid	Name a flying mammal. 
214	factoid	How many hexagons are on a soccer ball? 
215	factoid	Who is the leader of India? 
216	factoid	What is the primary language of the Philippines? 
217	factoid	What is the habitat of the chickadee? 
218	factoid	Who was Whitcomb Judson? 
219	factoid	What is the population of Japan? 
220	factoid	Who is the prime minister of Australia? 
221	factoid	Who killed Martin Luther King? 
222	factoid	Who is Anubis? 
223	factoid	Where's Montenegro? 
224	factoid	What does laser stand for? 
225	factoid	Who is the Greek God of the Sea? 
226	factoid	Where is the Danube?  
227	factoid	Where does dew come from? 
228	factoid	What is platinum? 
229	factoid	Who is the fastest swimmer in the world? 
230	factoid	When did the vesuvius last erupt? 
231	factoid	Who was the president of Vichy France? 
232	factoid	Who invented television? 
233	factoid	Who made the first airplane? 
234	factoid	Who made the first airplane that could fly? 
235	factoid	How many astronauts have been on the moon? 
236	factoid	Who is Coronado? 
237	factoid	Name one of the major gods of Hinduism? 
238	factoid	What does the abbreviation OAS stand for? 
239	factoid	Who is Barbara Jordan? 
240	factoid	How many years ago did the ship Titanic sink? 
241	factoid	What is a caldera? 
242	factoid	What was the name of the famous battle in 1836 between Texas and Mexico? 
243	factoid	Where did the ukulele originate? 
244	factoid	Who invented baseball? 
245	factoid	Where can you find the Venus flytrap? 
246	factoid	What did Vasco da Gama discover? 
247	factoid	Who won the Battle of Gettysburg? 
248	factoid	What is the largest snake in the world? 
249	factoid	Where is the Valley of the Kings? 
250	factoid	Where did the Maya people live? 
251	factoid	How many people live in Chile? 
252	factoid	When was the first flush toilet invented? 
253	factoid	Who is William Wordsworth? 
254	factoid	What is California's state bird? 
255	factoid	Who thought of teaching people to tie their shoe laces? 
256	factoid	Who is buried in the great pyramid of Giza? 
257	factoid	What do penguins eat? 
258	factoid	Where do lobsters like to live? 
259	factoid	What are birds descendents of? 
260	factoid	What does NAFTA stand for? 
261	factoid	What company sells the most greeting cards? 
262	factoid	What is the name of the longest ruling dynasty of Japan? 
263	factoid	When was Babe Ruth born? 
264	factoid	Who wrote the Farmer's Almanac? 
265	factoid	What's the farthest planet from the sun? 
266	factoid	Where was Pythagoras born? 
267	factoid	What is the name for clouds that produce rain? 
268	factoid	Who killed Caesar? 
269	factoid	Who was Picasso? 
270	factoid	Where is the Orinoco? 
271	factoid	How tall is the giraffe? 
272	factoid	Where are there aborigines? 
273	factoid	Who was the first U.S. president ever to resign? 
274	factoid	Who invented the game Scrabble? 
275	factoid	About how many soldiers died in World War II? 
276	factoid	How much money does the Sultan of Brunei have? 
277	factoid	How large is Missouri's population? 
278	factoid	What was the death toll at the eruption of Mount Pinatubo? 
279	factoid	Who was Lacan? 
280	factoid	What's the tallest building in New York City? 
281	factoid	When did Geraldine Ferraro run for vice president? 
282	factoid	What do ladybugs eat? 
283	factoid	Where is Ayer's rock? 
284	factoid	What is the life expectancy of an elephant? 
285	factoid	When was the first railroad from the east coast to the west coast completed? 
286	factoid	What is the nickname of Pennsylvania? 
287	factoid	Who is Desmond Tutu? 
288	factoid	How fast can a Corvette go? 
289	factoid	What are John C. Calhoun and Henry Clay known as? 
290	factoid	When was Hurricane Hugo? 
291	factoid	When did the Carolingian period begin?  
292	factoid	How big is Australia? 
293	factoid	Who found Hawaii? 
294	factoid	Who is the richest person in the world? 
295	factoid	How many films did Ingmar Bergman make? 
296	factoid	What is the federal minimum wage? 
297	factoid	What did brontosauruses eat? 
298	factoid	What is California's state tree? 
299	factoid	How many types of lemurs are there? 
300	factoid	What is leukemia? 
301	factoid	Who was the first coach of the Cleveland Browns? 
302	factoid	How many people die from snakebite poisoning in the U.S. per year? 
303	factoid	Who is the prophet of the religion of Islam? 
304	factoid	Where is Tornado Alley? 
305	factoid	What is molybdenum? 
306	factoid	Where do hyenas live? 
307	factoid	Who is Peter Weir? 
308	factoid	How many home runs did Babe Ruth hit in his lifetime? 
309	factoid	Who was Buffalo Bill? 
310	factoid	Where is the bridge over the river Kwai? 
311	factoid	How many Superbowls have the 49ers won? 
312	factoid	Who was the architect of Central Park? 
313	factoid	Who invented paper? 
314	factoid	What is Alice Cooper's real name? 
315	factoid	Why can't ostriches fly? 
316	factoid	Name a tiger that is extinct? 
317	factoid	Where is Guam? 
318	factoid	Where did Bill Gates go to college? 
319	factoid	How many continents are there? 
320	factoid	Where is Romania located? 
321	factoid	When was the De Beers company founded? 
322	factoid	Who was the first king of England? 
323	factoid	Who is the richest woman in the world? 
324	factoid	What is California's capital? 
325	factoid	What is the size of Argentina? 
326	factoid	What do manatees eat? 
327	factoid	When was the San Francisco fire? 
328	factoid	What was the man's name who was killed in a duel with Aaron Burr? 
329	factoid	What is the population of Mexico? 
330	factoid	When was the slinky invented? 
331	factoid	How hot is the core of the earth? 
332	factoid	How long would it take to get from Earth to Mars? 
333	factoid	What is the name of the second space shuttle? 
334	factoid	How old is the sun? 
335	factoid	What is the wingspan of a condor? 
336	factoid	When was Microsoft established? 
337	factoid	What's the average salary of a professional baseball player? 
338	factoid	Who invented basketball? 
339	factoid	What was the ball game of ancient Mayans called? 
340	factoid	Who is Zebulon Pike? 
341	factoid	How wide is the Atlantic Ocean? 
342	factoid	What effect does a prism have on light? 
343	factoid	What's the longest river in the world? 
344	factoid	Who was considered to be the father of psychology? 
345	factoid	What is the population of Kansas? 
346	factoid	Who is Langston Hughes? 
347	factoid	Who was Monet? 
348	factoid	Who built the first pyramid? 
349	factoid	What is the best-selling book of all time? 
350	factoid	How many Stradivarius violins were ever made? 
351	factoid	Who is Charles Lindbergh? 
352	factoid	Who invented the game bowling? 
353	factoid	The numbering system we use today was introduced to the western world by what culture? 
354	factoid	What is a nematode? 
355	factoid	What is the most expensive car in the world? 
356	factoid	Where does chocolate come from? 
357	factoid	What state in the United States covers the largest area? 
358	factoid	What is a meerkat? 
359	factoid	Where is Melbourne? 
360	factoid	How much in miles is a ten K run? 
361	factoid	How hot does the inside of an active volcano get? 
362	factoid	What is the capital of Burkina Faso? 
363	factoid	What is the capital of Haiti? 
364	factoid	How many people lived in Nebraska in the mid 1980s? 
365	factoid	What is the population of Mozambique?	 
366	factoid	Who won the Superbowl in 1982? 
367	factoid	What is Martin Luther King Jr.'s real birthday? 
368	factoid	Where is Trinidad? 
369	factoid	Where did the Inuits live? 
370	factoid	What is the most common cancer? 
371	factoid	A corgi is a kind of what? 
372	factoid	When was the Triangle Shirtwaist fire? 
373	factoid	Where is the Kalahari desert? 
374	factoid	What is porphyria? 
375	factoid	What ocean did the Titanic sink in? 
376	factoid	Who was the 33rd president of the United States? 
377	factoid	At what speed does the Earth revolve around the sun? 
378	factoid	Who is the emperor of Japan? 
379	factoid	How big is our galaxy in diameter? 
380	factoid	What language is mostly spoken in Brazil? 
381	factoid	Who assassinated President McKinley? 
382	factoid	When did Muhammad live? 
383	factoid	What is the largest variety of cactus? 
384	factoid	Who invented the radio? 
385	factoid	Where are zebras most likely found? 
386	factoid	What is anorexia nervosa? 
387	factoid	What year did Montana become a state?  
388	factoid	What were the names of the three ships used by Columbus? 
389	factoid	Who was the 21st U.S. President? 
390	factoid	Where was John Adams born? 
391	factoid	Who painted Olympia? 
392	factoid	Who was Quetzalcoatl? 
393	factoid	Where is your corpus callosum? 
394	factoid	What is the longest word in the English language? 
395	factoid	What is saltpeter? 
396	factoid	Who invented silly putty? 
397	factoid	When was the Brandenburg Gate in Berlin built? 
398	factoid	When is Boxing Day? 
399	factoid	What is the exchange rate between England and the U.S.? 
400	factoid	What is the name of the Jewish alphabet? 
