1394	factoid	In what country did the game of croquet originate? 
1395	factoid	Who is Tom Cruise married to? 
1396	factoid	What is the name of the volcano that destroyed the ancient city of Pompeii? 
1397	factoid	What was the largest crowd to ever come see Michael Jordan? 
1398	factoid	What year was Alaska purchased? 
1399	factoid	What mythical Scottish town appears for one day every 100 years? 
1400	factoid	When was the telegraph invented? 
1401	factoid	What is the democratic party symbol? 
1402	factoid	What year did Wilt Chamberlain score 100 points? 
1403	factoid	When was the internal combustion engine invented? 
1404	factoid	How many chromosomes does a human zygote have? 
1405	factoid	How many ounces are in a gallon? 
1406	factoid	When did the story of Romeo and Juliet take place? 
1407	factoid	When did the shootings at Columbine happen? 
1408	factoid	Which political party is Lionel Jospin a member of? 
1409	factoid	Which vintage rock and roll singer was known as "The Killer"? 
1410	factoid	What lays blue eggs? 
1411	factoid	What Spanish explorer discovered the Mississippi River? 
1412	factoid	Who is the governor of Colorado? 
1413	factoid	What river is called "China's Sorrow"? 
1414	factoid	What was the length of the  Wright brothers' first flight? 
1415	factoid	Where does the vice president live when in office? 
1416	factoid	When was Wendy's founded? 
1417	factoid	Who was the first person to run the mile in less than four minutes? 
1418	factoid	When was the Rosenberg trial? 
1419	factoid	What year did Alaska become a state? 
1420	factoid	How high is Mount Kinabalu? 
1421	factoid	When did Mike Tyson bite Holyfield's ear? 
1422	factoid	What two European countries are connected by the St. Gotthard Tunnel under the Alps? 
1423	factoid	What is a peninsula in the Philippines? 
1424	factoid	Who won the Oscar for best actor in 1970? 
1425	factoid	What is the population of Maryland? 
1426	factoid	Who is the governor of Tennessee? 
1427	factoid	What was the first spaceship on the moon? 
1428	factoid	Who won the Nobel Peace Prize in 1992? 
1429	factoid	What was Andrew Jackson's wife's name? 
1430	factoid	How old do you have to be to get married in South Carolina? 
1431	factoid	Who starred in "The Poseidon Adventure"? 
1432	factoid	Where is Devil's Tower? 
1433	factoid	What is the height of the tallest redwood? 
1434	factoid	What site did Lindbergh begin his flight from in 1927? 
1435	factoid	What nation is home to the Kaaba? 
1436	factoid	What was the name of Stonewall Jackson's horse? 
1437	factoid	How many states were still united after the southern states seceded? 
1438	factoid	What body of water does the Colorado River flow into? 
1439	factoid	How deep is Crater Lake? 
1440	factoid	Who was the lead singer for the Commodores? 
1441	factoid	What is the coldest place on earth? 
1442	factoid	What is the chemical formula for sulphur dioxide? 
1443	factoid	When did Bob Marley die? 
1444	factoid	What female leader succeeded Ferdinand Marcos as president of the Philippines? 
1445	factoid	When is Snoop Dog's birthday? 
1446	factoid	How did Mahatma Gandhi die? 
1447	factoid	What is the capital of Syria? 
1448	factoid	What is the fear of lightning called? 
1449	factoid	What college did Magic Johnson attend? 
1450	factoid	Which U.S. state is the leading corn producer? 
1451	factoid	Where was the first McDonalds built? 
1452	factoid	What is the name given to a collection of poetry?1 
1453	factoid	Where was the first J.C. Penney store opened? 
1454	factoid	How much money does the U.S. supreme court make? 
1455	factoid	The Hindenburg disaster took place in 1937 in which New Jersey town? 
1456	factoid	What is the Keystone State? 
1457	factoid	Who succeeded Ferdinand Marcos? 
1458	factoid	What was the name of the high school in "Grease"? 
1459	factoid	What is one national park in Indiana? 
1460	factoid	What was the name of the dog in the Thin Man movies? 
1461	factoid	What country's leader was awarded the 2000 Nobel Peace Prize? 
1462	factoid	Where is the oldest synagogue in the United States? 
1463	factoid	What is the North Korean national anthem? 
1464	factoid	Who is the detective on "Diagnosis Murder"? 
1465	factoid	What company makes Bentley cars? 
1466	factoid	How tall is Allen Iverson? 
1467	factoid	What year did South Dakota become a state? 
1468	factoid	If something has petrified, what has it turned into? 
1469	factoid	When did Alexandra Graham Bell invent the telephone? 
1470	factoid	When did president Herbert Hoover die? 
1471	factoid	How fast does a cheetah run? 
1472	factoid	How do you say "house" in Spanish? 
1473	factoid	When was Lyndon B. Johnson born? 
1474	factoid	What is the lowest point on earth? 
1475	factoid	Who was the first person to reach the south pole? 
1476	factoid	Who was the Roman god of the sea? 
1477	factoid	What are wavelengths measured in? 
1478	factoid	What is the name of the heroine in "Gone with the Wind"? 
1479	factoid	Who composed "The Messiah"? 
1480	factoid	What is the principle port in Ecuador? 
1481	factoid	What is the capital city of Algeria? 
1482	factoid	What county is Wilmington, Delaware in? 
1483	factoid	Where is the highest point on earth? 
1484	factoid	What college did Allen Iverson attend? 
1485	factoid	What is slang for a "five dollar bill"? 
1486	factoid	Where did Roger Williams, pianist, grow up? 
1487	factoid	How much are tickets to Disney World? 
