	
201	Leonov
202	Central\s+American?|Guatemala.*border|Gulf of Honduras.*border(ed)?|Honduras.*next\s+door|Yucatan|boundaries.*Guatemalan?|neighbou?ring Guatemala|on a line between Colombia and the US
203	400\s+micrograms
204	sling|supported\s+by\s+cables|suspension
205	245,?000
206	221,?000\s+miles|238,?855\s+miles|2[345]0,?000\s+miles
207	Star\s*-?\s*Spangled\s+Banner|national\s+anthem|ode\s+to\s+Old\s+Glory
208	California
209	Johan\s+Vaaler'?s?
210	((11)|(12)|(13)|(14)|(15)|(16)|(17)|(18))((\s*to\s+20)|(\s+dogs?))|least\s+five|nine\s+dogs?
211	ancient\s+Roman
212	Adolph\s+Rickenbacker
213	bats?
214	20
215	Gandhi|Nehru|Rao|Singh
216	English
217	(mature|aging)\s+trees?|hardwood|meadows?|oak\s+trees?|scrub|woods
218	zipper
219	122.6|122.74?\s+million|123,622,541|123,150,000|123.3|12[0234]\s+million
220	Hawke?|Keating
221	Ray
222	Egyptian\s*god|row.*underworld
223	Yugoslav(ia)?|borders?.*Serbia
224	light\s+amplification
225	Poseidon
226	Allmendingen|Austrian?|Belgrade|Bratislava|Budapest|Bulgarian?|Czechoslovakian?|Esztergom|Europe|Gabcikovo|Hungary|Hungarians?|Ostrov|Romanian?|Ruse|Rye Island|Serbia|Slovak(ia)?|Ukraine|Vidin|Vienna
227	in\s+the\s+air|moist\s+air\s+and\s+chill|temperature\s+at\s+which\s+moisture\s+would\s*start\s+to\s+condense
228	metals?
229	Ball|Barrowman|Biondi|Evans|Gillingham|Gross|Jager|Meagher|Mitchell|Morale|Oppel|Rozsa|Salnikov|Sanders|Sieben|Stewart|Wharton
230	1944
231	Laval|Petain
232	Farnsworth|Jenkins|Parker|Zworykin
233	Whitehead|Wrights?
234	Whitehead|Wrights?
235	12
236	Celestino\s+Coronado|Coronado\s+Trail\s+Association|Elaine\s+Coronado|Francisco\s+Vasquez\s+de\s+Coronado|Gabriel\s+Coronado|bantamweight|exploration|leader.*gang
237	Brahma|Shiva|Vishnu
238	Organi[s|z]ation\s*of\s*American\s*States?
239	Rep|Representative|congress.*seat|congresswoman|member.*Congress
240	(75)|(76)|(78)|Seventy\s*-?\s*seven
241	craters?|lava\s+lake
242	Alamo|San Jacinto
243	Portugal
244	Doubleday
245	Carolinas?|N\.C\.?
246	sail.*India|sea\s*route\s*around\s*Africa|sea\s+route.*India
247	North|Union
248	reticulated?\s+pythons?
249	Egypt|Luxor
250	Belize\s+City|British\s+Honduras|Central\s+American\s+countries|El\s+Salvador|Guatemala|Huehuetenango|Mexico|Punta\s+de\s+Chimino|Tikal|Yucatan
251	12\s+million
252	1775
253	Immortality\s+Ode|long\s+poems|poetical|poetry|poets?|wrote.*lines|wrote.*poems?
254	quail
255	Diamond\s+Bar\s+consultant
256	Cheops|Khufu
257	herring|krill|penguin\s+milkshakes|plankton|shrimp-like\s+crustaceans
258	crevices?|water.*cooler|water.*full\s+of.*fish
259	dinosaurs?
260	North\s+American?\s+Free\s+Trade\s+Agreement|North\s+American?\s+Free\s+Trade\s+Association
261	Hallmark
262	Tokugawas?
263	1895|95\s+years\s+ago
264	Robert\s+B\.?\s*Thomas
265	pluto
266	Greek
267	cumulonimbus|rain\s+clouds
268	Brutus
269	20th\s+century\s+masters?|Au\s+Lapin\s+Agile|Impressionist|Picasso\s+oils?|Yo\s+Picasso|artists?|blue\s+period|harlequin|painters?|rose\s+period|sculpters?|self\s*-\s*portrait|towering\s+figure\s+of\s+art
270	Brazil|Colombia|Venezuela
271	16\s+to\s+18\s+feet|1[678]\s*-?\s*foot|6\s*feet
272	Alaska|Australian?s?|New\s+Zealand|Northern\s+Territory|Outback|Queensland|Taiwan
273	Nixon
274	Butts
275	16\s+million|nine\s+million
276	Dollars\s+30\s*billion|Dollars\s+37\s*bn|\$\s*24\.64\s*billion|\$\s*25\s*billion|\$\s*3[01]\s*billion|billions.*Sultan.*\$31.0
277	5,079,385|5.1m
278	(200)|(169)|(227)|(268)|(338)|(341)
279	Bas les masques|Baudrillard\s*,?\s*Habermas\s*,?\s*Lacan\s*,?\s*CS\s*Lewis|French\s+analysts?|French\s+journalists?|Freud\s*,?\s*Jung\s*,?\s*Lacan|Jacques\s+Lacan|Jean\s*-?\s*Francois\s+Lacan|Lacan\s*'\s*s\s+writings?|Lacan\s*,?\s*CS\s*Lewis\s*,?\s*le Corbusier\s*,?\s*McLuhan|editor.*Le\s+Monde|found.*La\s+Truffe|implicated\s+Patrice\s+Pelat|investiga.*Pechiney\s*aluminium|post\s*-?\s*structuralist|psychoanalyst|writings?.*Lacan
280	World\s+Trade\s+(Center|Centre)
281	1984
282	aphids?|leaf-?\s+and\s+flower-?\s*munching\s+pests|plant\s+pests|scale
283	Australia|central\s+Australian\s+desert|outback
284	age\s*70
285	1869
286	Keystone
287	Archi?bish?op|Nobel\s+Peace|Nobel\s+laureates?|Nobel\s+prize|anti\s*-?\s*apartheid\s+cleric|anti\s*-?\s*apartheid\s+leader|bishop|black\s+South\s+African\s+leaders?|lead.*Anglican\s+Church
288	1[89]0\s+mph
289	Sens\.|Webster\s*'?\s*s\s+contemporaries|historic\s+figures|historical\s+allies|leading\s+political\s+figures|legislators|orators|senators|statesmen
290	1989
291	8th
292	1m\s+square\s+miles
293	Capt.*Cook|Polynesians?
294	Hassanal|Sultan.*Brunei|Taikichiro\s+Mori|Tsutsumi
295	50
296	(\$|Dollars)\s*3.35|(\$|Dollars)\s*3.80|(\$|Dollars)\s*4.25
297	pine\s+needles|plants?|vegetation
298	redwoods?
299	29|30|43
300	blood.*cancer|bone\s*-?\s*marrow.*cancer|cancer.*blood|smoking\s*-?\s*related\s+disease|white\s+blood
301	1960s.*Brown|Brown.*Christ\s+Hospital|Paul\s+Brown|coach.*Brown
302	10\s+people|13\s+Americans
303	M[ou]hamm[ae]d
304	Texas\s+and\s+other.*states|Will\s+County|southwest.*Chicago
305	alloy\s+in\s+steelmaking|alloying\s+agent|metallic\s+(substance)|(element)|metals?|strengthening\s+agent
306	African?|Kenyan?|Saudi\s+Arabia|Uganda|desert
307	Dead\s+Poet\s*'?\s*s\s+Society|directed|direction|directors?|directs
308	714
309	Bill\s+Cody|Buffalo\s+Bill\s*"\s+Cody|Buffalo\s+Bill\s*'?\s*'?\s+Cody|Indian\s+(scout)|(fighter)|William.*Cody|pony\s+express|produced.*Wild\s+West\s+show
310	90\s+miles\s+west.*Bangkok|Burma|Kanchanaburi|Thai(land)?
311	1982\s*,?\s*'?\s*85\s*,?\s*'?\s*89.*90|^\s*3\s*$|^\s*4\s*$|^\s*four\s*$|^\s*three\s*$|four.*Super\s+Bowls?|four\s+of\s+the\s+past\s+nine|fourth\s+in\s+six\s+years|in\s+four\s+tries|third\s+straight\s+Super|three\s+(consecutive\s+)?Super
312	Olmsted
313	Islamic\s+society|Ts.*Ai\s+Lun
314	Furnier
315	small.*wings|wings.*too\s+small
316	Bali|Caspian|Javan|Tasmanian
317	1\s*,?\s*500\s+miles\s+east\s+of\s+the\s+Philippines|U\s*\.?\s*S\s*\.?\s+territory\s+in\s+the\s+Pacific|half\s+a\s+world\s+away\s+from\s+Washington|south\s+Pacific|south\s+of\s+the\s+Northern\s+Marianas|west\s+of\s+the\s+International\s+Date\s+Line|western\s+Pacific
318	Harvard
319	7|seven
320	Eastern\s+Europe|Rhine\s*-?\s*Main\s*-?\s*Danube\s+trans\s*-?\s*European\s+axis|Rhine\s*-?\s*Main\s*-?\s*Danube\s+watercourse|border.*Hungary|border.*Yugoslavia|central\s+Europe|southeast\s+Europe
321	100th\s+anniversary|1888
323	Elizabeth II|Queen Elizabeth|the Queen.*richest
324	Sacramento
325	size.*India
326	herbivores?|lettuce|plant\s*-?\s*eating|sea\s*grass|unwanted\s+vegetation
327	'06|1849|1906|82\s+years\s+ago|april\s*18
328	Hamilton
329	80\s+million|81\s+million|83\s+million|85\.\s*8\s+million|85\s+million|86\.\s*7\s+million|90\s+million|Population\(mn\) 87.8
330	1943
331	5\s*,?\s*000\s+degrees\s+Celsius|5\s*,?\s*400\s+degrees\s+Fahrenheit|9\s*,?\s*000\s+degrees\s+Fahrenheit
332	240\s+days|about\s+two\s+years|flight.*18\s+months?|journey.*three\s+years|minimum.*14\s+months?|nine\s+month\s+journey|nine\s+months\s+to|six\s*-?\s*month.*111\s*million\s*-?\s*mile
334	5bn\s+years?
335	10.*feet|10.*foot|10.*ft|8.*foot|9.*feet|9.*foot
336	197[56]
337	Dollars?\s*1\s*\.\s*2\s*m|Dollars?\s*1m|Pounds?\s*770\s*,?\s*000|\$\s*400\s*,?\s*000|\$\s*412\s*,?\s*520|\$\s*490\s*,?\s*000|\$\s*550\s*,?\s*000|\$\s*586\s*,?\s*816|\$\s*597\s*,?\s*000|\$\s*5\s*,?\s*800\s+a\s+week|\$\s*600\s*,?\s*000|\$\s*800\s*,?\s*000|\$\s*890\s*,?\s*844
338	Naismith
340	Army\s+lieutenant|Pike\s+first\s+saw|Pike\s+sighted|explorer|head.*exploratory\s+troop
341	2\s*,?\s*300\s+miles|2\s*,?\s*500\s+miles
342	ben[td]|break\s+apart|combines.*single\s+beam|refract|separate|split.*light|spread
343	Amazon.*longest|Nile.*longest|longest.*Amazon
344	Charles.*Thomas|Jung|Pavlov|Sigmund\s+Freud|Skinner
345	2\s*,?\s*467\s*,?\s*845|2\s*\.\s*49\s+million
346	Hughes.*poems?|Hughes.*poetry|Hughes.*wrote|poem.*Langston|poetry.*Hughes|poets?|writers?
347	Impression Sunrise|Monet.*landscapes?|Monet\s*'?\s*s\s+paintings?|Monet\s+made\s+his\s+art|Monet\s+painted|Nature\s+into\s+Art|a\s+Claude\s+Monet\s+impression|artist\s+of\s+immense\s+wealth|artists\s+include.*Monet|father\s+of\s+impressionism|impressionists?|landscape.*Monet|painted\s+by\s+Monet?|painter.*Claude\s+Monet|painting\s+at\s+Orsay|painting\s+is\s+the\s+stolen\s+Monet|paintings?\s+by\s+(Claude\s+)?Monet|paintings\s+included\s+five\s+Monet\s*'?\s*s|purchaser\s+of\s+the\s+Monet|series.*paintings|treat\s+art\s+as\s+Monet\s+did|works?\s+by\s+Monet
348	Zo[zs]er
349	Bible|Fatherhood|Gone\s+with\s+the\s+Wind|The\s+Civil\s+War|Valley\s+of\s+the\s+Dolls
350	1\s*,?\s*116|650|nearly\s+1\s*,?\s*120
351	aviator.*Lindbergh|design\s+the\s+pontooned\s+planes|famous\s+solo\s+flight|first.*cross.*Atlantic|first.*solo.*Atlantic|flight.*Atlantic.*1927|flying\s+ace|hero\s+pilot|historic.*Atlantic\s+crossing|isolationist\s+movement|isolationists?\s+before\s+World\s+War\s+II|kidnap.*Lindbergh|kidnapping.*son|pioneering\s+aviator|solo.*crossing
352	Baltimore|Egyptians|Robinson.*McGraw
353	Hindu-Arabic
354	Steinernema\s+feltiae|eelworms?|insects\s*'?\s+natural\s+enemies|microscopic\s+organism|parasitic|pinewood\s+nematode|plant\s+parasite|roundworms?|voracious\s+bug\s+killers|worms?
355	Bugatti\s+Royale
356	cocoa\s+bean
357	Alaska
358	looks\s+like\s+a\s+cross\s+between\s+a\s+dog\s+and\s+a\s+monkey|mongoose|rodents?
359	Australian?|Fla\.
360	6.2\s*-?\s*miles?
361	1\s*,?\s*000\s*degrees|1\s*,?\s*800\s*degrees|300\s*degrees\s+Fahrenheit
362	Ouagadougo?u
363	Port\s*-?\s*au\s*-?\s*Prince
364	1\s*,\s*605\s*,?\s*000
365	14\.[57]\s*million|15\)?\s*m(illion)?
366	49\s*ers|San\s+Francisco
367	Jan\.\)?\s*15|January\s+15
368	Caribbean|off.*coast.*Venezuela
369	Alaska|Arctic|Canada|Canadian\s+Eskimos?|Canadian\s+Inuits?|Ellesmere|Greenland(ers)?|Iqaluit|Nunavut|Siberian?|Soviet\s+Inuits?|Soviet\s+Union.*Yuit
370	skin
371	dogs?|pooches
372	(March\s*25\s*,?\s*)?1911
373	50\s+miles.*Kuruman|Africa|Botswana|south\s+of\s+Victoria\s+Falls|west\s+of\s+Kariba
374	Poems?|ailment|metabolic\s+disorder
375	Atlantic
376	Truman
377	30\s*km\s*/?\s*sec
378	Akihito|Hirohito|Showa|Taisho
379	100\s*,?\s*000\s+light\s*-?\s*years?
380	Portuguese
381	Czolgosz
382	7\s*th\s+century
383	pronounced\s+suh-WAH-row|saguaros?
384	Lear|Marconi
385	Busch\s+Gardens|East\s+Africa\s*'?\s*s\s+Eden\s*-?\s*like\s+game\s+parks?|Kenya|Libya|Serengeti|Tanzania|Zimbabwe
386	an\s+avoidance\s+of\s+food|aversion\s+to\s+eating|condition.*refusal.*eat|eating\s+disorders?|psychological\s+problems?|self\s*-?\s*starvation
387	1889|1989.*hundred.*years.*ago.*Montana
388	Nina.*Pinta.*Santa\s+Maria|Pinta.*Nina.*Santa\s+Maria
389	Arthur
390	Braintree\s*,?\s*Mass|Franklin\s+St.*Quincy|Massachusetts|Norfolk\s+County|Quincy\s*,?\s*Mass|in\s+Braintree
391	Manet
392	Aztec.*god|South\s+American\s+Indian.*god|Toltec\s+god|brother.*Tezcatlipoca|god.*ancient\s+Aztecs|god.*hurricane|god\s+of\s+learning|priest\s*-?\s*leader\s+of\s+Tula|the\s+god\s+Quetzalcoatl
393	brain
394	floccinaucinihilipilification|pneumonoultramicroscopicsilicovolcanoconiosis
395	ingredient.*gunpowder|potassium\s+nitrate
396	General\s+Electric
397	1788|18th\s+century
398	26\s*December|Christmas.*Boxing Day|December\s+26|day\s+after\s+Christmas|ten\s+days.*January 4
399	UK\s*currency.*Dollars\s*1\.4945|to\s+\$\s*1\.7091
400	Alef\s*-?\s*Beyz
401	Austria\s*'?\s*s\s+Queen|Austrian\s+Archduchess|Empress|Maria\s+Theresa\s+of\s+Austria|queen\s+of\s+Hungary.*Bohemia|ruler\s+of\s+Austria
402	American.*art.*Pollock|American\s+artists?|An\s+American\s+Saga|Milledgeville\s*,?\s*Ga|Pollock\s*:?\s+An\s+American|^\s*American\s*$|an\s+American\s+art\s+scene|born\s+in\s+rural\s+Georgia|character\s+of\s+American\s+art|contemporary\s+painter\s+in\s+America|greatest\s+painter\s+in\s+America
403	Lexington
404	Magnolia
405	Mazda|NSU
406	Everest|Maxwell
407	Rushmore|carve.*granite\s+peak|carve.*mountain
408	Pooh.+bears?|^\s*bears?\s*$|bear.+Milne|bear\s+of\s+little\s+brain|bears.+intelligent|bears\s+kind\s+of\s+talk|black\s+bear.+connection|famous\s+(little\s+)?bear|real\s+bear|sun\s+bears?|the\s+wall\s*,?\s+bear
409	Nutra\s*-?\s*Sweet
410	hazardous\s+materials?
411	Champagne\s+country|cathedrals?|champagne.*museum|champagne\s+houses?
412	Shopping
413	Cincinnati
414	amyo?troph?ic\s+lateral\s+sclerosis
415	Cable\s+News\s+Network
416	June\s+,?\s*1980
417	Turner
418	Catalyst|Deseret\s+News|Salt\s+Lake\s+(City\s+)?Tribune|Salt\s+Lake\s+City\s+Deseret|Tribune\s*,\s*Salt\s+Lake
419	animal\s+behaviorist|anthropologist|chimpanzee\s*-?\s*observer|chimpanzee\s+researcher|chimpanzee\s+specialist|ethnologist|ethologists?|expert\s+on\s+chimps|most\s+recognizable\s+living\s+scientist|naturalist|pioneered.*study\s+of\s+primates|primatologist|scientist\s+of\s+unquestionable\s+reputation|wife.*van\s*Lawick
420	sweet\s+Italian\s+bread
421	blood\s+disorders?|disorder.*genetic\s+defect|genetic\s+defect.*blood|genetic\s+defects?|genetic\s+disorders?|inherited\s+disorders?|lack.*gene.*hemoglobin|severe\s+blood\s+anemia
422	1981
423	Jolt
424	flocks?|gaggles?
425	^\s*9\s*$|^\s*nine\s*$|nine\s+months
426	Beta(max)?|Betacam
427	British\s+Columbia.*Indian|Indian peoples?|Indian\s+culture|Indian\s+objects|Kwakiutl|Nimpkish|Northwestern\s+Indian\s+nation|^\s*Indian\s*$
428	Boston
429	Princeton
430	Basque.*Europe|Basque.*France|Basque.*Spain|France.*Basque|France.*sothwest(ern)?|Guipuzcoa|Pamplona|Pyrenees\s+foothills|Spain.*Basque|Spain.*Madrid|Spain.*north(ern)?|^\s*Europe\s*$|^\s*France\s*$|^\s*Spain\s*$|controlee\s+district\s+in\s+France|north.*Spain|south\s*-?\s*west(ern)?\s+France
431	cardio\s*-?\s*pulmonary\s+resuscitation
432	Maine
433	Skywalker
434	about\s+four\s+100\s*-?\s*millionths\s+of\s+an\s+inch|billionth\s+of\s+a\s+meter|billionth\s+of\s+a\s+metre|millionth\s+of\s+a\s+millimeter|millionth\s+of\s+a\s+millimetre|one\s*-?\s*hundred\s*-?\s*millionth\s+of\s+a\s+meter
435	brain\s+tumor|cancer
436	piano
437	30\s+November|November\s+30
438	Titanium\s+dioxide.*paint\s+pigment|Titanium\s+dioxide.*whitener|alloys?|common\s+natural\s+element|metals?|titanium\s+ore
439	Ministry.*similar.*music|eccentric\s+rock|industrial\s+dance\s*-?\s*machine|rock.*group
440	Boston
441	John.*crown|King\s+John
442	Pirates?
444	Dade\s+County|Miami\s*'?\s*s Orange|Miami\s*'?\s*s\s+downtown|Orange.*\s+in\s+.*Miami|Orange\s+Bowl\s*,\s*Miami|^\s*Miami\s*$|^\s*in\s+Miami\s*\.?\s*$|at\s+(\(REF:\s+)?Miami|to\s+(\(REF:\s+)?Miami
445	198[026]
446	OEMs?
447	^\s*seed\s*$|anise\s+extract|anise\s+seeds?|fennel|finocchio|flavor(ed)?|flavoring|fragrant\s+herbs|licorice\s*-?\s*scented\s+fragrance|potent\s+bear\s+bait|reduces\s+aggression\s+among\s+cows|spices?
448	Lawrence\s+Township|Lawrenceville|New\s+Jersey
