894	factoid	How far is it from Denver to Aspen? 	_?20[04] miles_?
895	factoid	What county is Modesto, California in? 	Stanislaus
896	factoid	Who was Galileo? 	astronomer|the Italian sunspots expert
897	factoid	What is an atom? 	the smallest units of matter
898	factoid	When did Hawaii become a state? 	1959
899	factoid	How tall is the Sears Building? 	1,454.*foot|1,45[024] feet|1,462.*foot|1,950 feet\s*, 496 feet taller|1454.*foot|l,454 feet|l\,?454\s*\-?\s*f(oo|ee)t
900	factoid	George Bush purchased a small interest in which baseball team? 	Rangers?
902	factoid	Why does the moon turn orange? 	Earth\s*'s atmosphere|eclipses?|shadow
903	factoid	What is autism? 	affliction|brain defect|developmental disability|disabled|disorders?|extreme inattention|inability to communicate|learning disabilities|mysterious malady
904	factoid	What city had a world fair in 1900? 	Paris
905	factoid	What person's head is on a dime? 	Roosevelt
907	factoid	Who was the first man to fly across the Pacific Ocean? 	(Pangborn|Herndon)
908	factoid	When did Idaho become a state? 	1890
910	factoid	What metal has the highest melting point? 	tungsten
911	factoid	Who developed the vaccination against polio? 	Sabin|Salk
912	factoid	What is epilepsy? 	(neurological|brain|seizure|paroxysmal|underlying|mental|nervous system) disorders?|affliction|convulsions?|disorders?|nervous system|seizures?|speech loss
913	factoid	What year did the Titanic sink? 	1912.*|78 years ago
914	factoid	Who was the first American to walk in space? 	Ed(ward)?.*White
915	factoid	What is a biosphere? 	Earth and its environment
916	factoid	What river in the US is known as the Big Muddy? 	Mississip(pi)?
917	factoid	What is bipolar disorder?  	manic\s*\-?\s*depressi(ve|on)|mood swings?
918	factoid	What is cholesterol? 	(fatty|waxy) substance|fat(ty|s)?|steroidlike compound
919	factoid	Who developed the Macintosh computer? 	Hertzfeld|Jobs
920	factoid	What is caffeine? 	alkaloid|chemical that gives coffee its jolt|diuretic|often maligned chemical|stimulant
921	factoid	What imaginary line is halfway between the North and South Poles? 	equator
922	factoid	Where is John Wayne airport? 	Santa Ana|_?Orange _?County_?
923	factoid	What hemisphere is the Philippines in? 	Eastern
925	factoid	Where are the Rocky Mountains? 	Arizona|Calgary|Canadian|Colo(rado|\.)|Idaho|Utah|_?Montana_?|_?Wyoming_?
